Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Microwave,Male,English,IFB 25 L Solo Microwave Oven,This microwave looks premium along with yhis it provides various functionalities that just make the things easy to do! Set the time as per your wish and it will just microwave the thing â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Value for money,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,The item is user friendly with a stylish outside as well as interior.Fast delivery by Amazon and also great service by IFB installation team. Kudos ðŸ‘,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Sufficient for all my needs and working good. Ifb is a well-known company for this type of products.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"In the competitive world of multi-featured microwaves, I am super happy to have chosen a 'solo' who is good at the only thing it does.It microwaves my food well. I have been loyal to IFB for my microwave and it never failed me yet.",Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Limited functionsLimited utensils should be usedMainly for reheating foodMissing a lot of oven functionsSmall too,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Beats renting crap from companies. Heats up my food as expected. I wish I could turn off the beeping.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"As a multi functional this product is not upto me mark egg omlet can't be made and fish can't be fried, maccain can't be made too.",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Works just fine.. Demo was provided by brand.. overall experience is Good..,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Ok ok,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Highly recommended microwave based on price to performance.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Good product,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"Defective piece was delivered , can I opt for replacement of sand ?",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Good,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Works fine,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Awesome,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Very good products,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Good quality ðŸ‘ðŸ»,Neutral
Microwave,Female,English,IFB 25 L Solo Microwave Oven,"Good performance without any interpretation, user friendly",Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Product is good. but there is nothing identification by company.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,For reheating purpose very nice,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Brilliant product,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"IT IS WORKING NICELY, GOOD SELECTION...",Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Good Product,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"Product arrived in good condition the 16amp plug is the size on my Air Conditioner couldnâ€™t cut and replace as warranty would end. Bought an adapter. Customer service scheduled an appointment called customer service back it keeps sending me to different language operators when I tell them they say sorry it is a system error finally got to someone who spoke Hindi although I asked for English she heard me fine Till I told her I requested English then surprisingly she couldnâ€™t hear me I just gave up Didnâ€™t bother trying to get in touch with them again no call nothing till the next day.Two people show up for a demo on a microwave. I think both were retired Security guards. Close to zero knowledge of the machine, they asked for the manual to set up The delayed start function, the struggle with this for 30 minutes then another 30 minutes to set the clock.Being judgmental on the quality of the phone service and the quality of the technician. I will use this machine till it works and then throw it away if you are willing to do this by the machine.It may work fine, but it will be till it works beyond that I do not expect anything from IFBWill not buy any IFB product again Lesson learnt",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Love Every Inch Of It â™¥ï¸,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Build quality is good and sturdy.. Good for heating. Little noisy but does the job. Delivery experience could be better.. hope the service experience will be good from IFB,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"Extremely useful for someone like me who stays single/Have used it a couple of times to heat, make an egg and boil my milk.Each to perfectionBlessings",Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Worth for money,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Cost is high when compared to other product with the same features.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Nice in budget microwave. Best for reheating purpose,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Product was fine and delivered on time.Thanks Amazon!,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,It's controls are much easier to use than a touchpad. Love the rotary switch and push buttons with real click feel. It's 25litre capacity chamber is big enough. Looks like this oven do not have any RFI- EMI filter. It creates electrical noise disturbance in my radio. Hence the 4 star.,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Only con is that the plastic protection film used on the control panel is a bit delicate and mine has already started to peel off at the spot where I rest my thumb to pull open the door.Have not tried any of the fancy features like menu-based cooking and self-cleaning as of 18/08/2024. I shall update this review once I do and if I can.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"The media could not be loaded. We've been using it for over 2 weeks and haven't faced any major issue with it yet...can cook idlis within 4 minutes, not bad",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Good product at a reasonable price.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Nice product,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,It's so smooth and reliable in operation,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,The media could not be loaded.,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,The heating sound is a bit louder but manageable,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Home food,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Robust machine,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,The media could not be loaded. Decent product. Does the work perfectly. Just the sound is more than other microwaves.,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"Simple interface, very good results. I mostly used it to defrost items.",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,"I give 5 out of 5 for the bill, quality and functionality. Itâ€™s very reliable to use.",Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Inner layer of microwave have been broken itself,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Please don't buy any AFB product.There after sales service is totally fraud. I bought 24 liter solo microwave on 27 th july2024.and it was shutdown within 45 days.I requested repeatedly.Once a technician came and changed its button but it doesn't start.Technicion told me to change its PCB also but till today on 16th October 24.the microwave doesn't on.I requested to replace it but they don't respond. Now please decide yourself to buy IFB or not.,Negative
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Very good and hardy appliances. Using it for past 3 months and no problem I faced till date. IFB indeed a good brand who enaures quality with reliability.,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,ProsValue for moneySize good for around 5 family membersGood level of food heating in 1 minuteConsToo much noisy when being used for heatingNo option to increment time in small chunks like 10 secondClock setting gets reset when power is switched off,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Product is great and service is also great. Person came to install it gave us good and detail information.Happy with product and service ðŸ‘ðŸ»,Positive
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Ease of operation,Neutral
Microwave,Male,English,IFB 25 L Solo Microwave Oven,Invest only if u cook..else just a reheat machine,Neutral
Microwave,Male,English,"Samsung 28 L, Convection Microwave Oven",Biriyani pulao jaldi se garam hothe hai.,Neutral
Microwave,Male,English,"Samsung 28 L, Convection Microwave Oven",One of the best available in market right now. It warms the food in 30 sec. Good for baking and convection need. Size is perfect for family of 6-8 people. Can buy without any doubt,Positive
Microwave,Male,English,"Samsung 28 L, Convection Microwave Oven","The microwave has high power, and heats up food items quite quickly. The convection, grill and combo functions are also useful for making different dishes. However, the curd feature is useless, as it makes noise during the full 8 hours - better to just keep warm milk somewhere in the corner to make curd.A major problem I faced was the touch panel giving problems after 1.5 years of use. The Samsung service person tried to clean it & repair it, but that only worked for 1 week, after which it had to be replaced. Total cost of replacement (at home) was ~1k. Samsung customer service was quite prompt & helpful.",Positive
